indicador,periodo,codigo_ine,valor,indice,categoria,no_agregar,texto
1,2017,43162,9.20,60.61643836,,,
1,2018,43162,7.80,66.60958904,,,
1,2019,43162,6.90,70.46232877,,,
1,2020,43162,7.20,69.17808219,,,
1,2021,43162,6.70,71.31849315,,,
1,2022,43162,6.80,70.89041096,,,
1,2023,43162,6.80,70.89041096,,,
1,2015,43163,15.50,33.64726027,,,
1,2016,43163,13.90,40.49657534,,,
1,2017,43163,12.40,46.91780822,,,
1,2018,43163,11.40,51.19863014,,,
1,2019,43163,10.30,55.90753425,,,
1,2020,43163,10.10,56.76369863,,,
1,2021,43163,8.90,61.90068493,,,
1,2022,43163,9.70,58.4760274,,,
1,2023,43163,9.30,60.18835616,,,
1,2023,43164,7.80,66.60958904,,,
1,2015,43165,6.80,70.89041096,,,
1,2016,43165,7.30,68.75,,,
1,2017,43165,7.70,67.03767123,,,
1,2018,43165,5.30,77.31164384,,,
1,2019,43165,3.30,85.87328767,,,
1,2020,43165,5.20,77.73972603,,,
1,2021,43165,4.80,79.45205479,,,
1,2022,43165,8.50,63.6130137,,,
1,2023,43165,9.00,61.47260274,,,
1,2015,43166,8.20,64.89726027,,,
1,2016,43166,6.70,71.31849315,,,
1,2017,43166,6.10,73.8869863,,,
1,2018,43166,5.50,76.45547945,,,
1,2019,43166,6.50,72.17465753,,,
1,2020,43166,5.30,77.31164384,,,
1,2021,43166,4.70,79.88013699,,,
1,2022,43166,6.00,74.31506849,,,
1,2023,43166,4.80,79.45205479,,,
1,2015,43167,12.30,47.34589041,,,
1,2016,43167,14.30,38.78424658,,,
1,2017,43167,11.60,50.34246575,,,
1,2018,43167,11.50,50.77054795,,,
1,2019,43167,8.50,63.6130137,,,
1,2020,43167,8.30,64.46917808,,,
1,2021,43167,9.40,59.76027397,,,
1,2022,43167,7.20,69.17808219,,,
1,2023,43167,9.50,59.33219178,,,
1,2015,43169,9.00,61.47260274,,,
1,2016,43169,5.80,75.17123288,,,
1,2017,43169,9.00,61.47260274,,,
1,2018,43169,7.10,69.60616438,,,
1,2019,43169,6.40,72.60273973,,,
1,2020,43169,6.30,73.03082192,,,
1,2021,43169,5.90,74.74315068,,,
1,2022,43169,4.40,81.16438356,,,
1,2023,43169,5.80,75.17123288,,,
1,2015,43170,14.80,36.64383562,,,
1,2016,43170,11.40,51.19863014,,,
1,2017,43170,10.10,56.76369863,,,
1,2018,43170,8.80,62.32876712,,,
1,2019,43170,9.30,60.18835616,,,
1,2020,43170,10.60,54.62328767,,,
1,2021,43170,11.50,50.77054795,,,
1,2022,43170,10.00,57.19178082,,,
1,2023,43170,11.20,52.05479452,,,
1,2015,43171,10.50,55.05136986,,,
1,2016,43171,9.10,61.04452055,,,
1,2017,43171,8.60,63.18493151,,,
1,2018,43171,8.10,65.32534247,,,
1,2019,43171,7.60,67.46575342,,,
1,2020,43171,9.00,61.47260274,,,
1,2021,43171,7.30,68.75,,,
1,2022,43171,7.80,66.60958904,,,
1,2023,43171,8.30,64.46917808,,,
1,2015,43175,8.20,64.89726027,,,
1,2016,43175,8.90,61.90068493,,,
1,2017,43175,5.80,75.17123288,,,
1,2018,43175,6.90,70.46232877,,,
1,2019,43175,9.70,58.4760274,,,
1,2020,43175,6.30,73.03082192,,,
1,2021,43175,8.40,64.04109589,,,
1,2022,43175,7.30,68.75,,,
1,2023,43175,7.50,67.89383562,,,
1,2015,43176,6.50,72.17465753,,,
1,2016,43176,4.20,82.02054795,,,
1,2017,43176,6.30,73.03082192,,,
1,2018,43176,6.00,74.31506849,,,
1,2019,43176,4.30,81.59246575,,,
1,2020,43176,7.00,70.03424658,,,
1,2021,43176,6.40,72.60273973,,,
1,2022,43176,8.50,63.6130137,,,
1,2023,43176,5.10,78.16780822,,,
1,2015,43178,9.30,60.18835616,,,
1,2016,43178,9.00,61.47260274,,,
1,2017,43178,9.10,61.04452055,,,
1,2018,43178,8.90,61.90068493,,,
1,2019,43178,7.30,68.75,,,
1,2020,43178,9.80,58.04794521,,,
1,2021,43178,7.80,66.60958904,,,
1,2022,43178,7.80,66.60958904,,,
1,2023,43178,6.60,71.74657534,,,
1,2015,43901,11.60,50.34246575,,,
1,2016,43901,12.00,48.63013699,,,
1,2017,43901,10.70,54.19520548,,,
1,2018,43901,9.50,59.33219178,,,
1,2019,43901,8.70,62.75684932,,,
1,2020,43901,7.90,66.18150685,,,
1,2021,43901,7.30,68.75,,,
1,2022,43901,8.20,64.89726027,,,
1,2023,43901,7.60,67.46575342,,,
1,2015,43902,11.20,52.05479452,,,
1,2016,43902,9.80,58.04794521,,,
1,2017,43902,9.30,60.18835616,,,
1,2018,43902,8.30,64.46917808,,,
1,2019,43902,7.70,67.03767123,,,
1,2020,43902,7.40,68.32191781,,,
1,2021,43902,8.30,64.46917808,,,
1,2022,43902,8.50,63.6130137,,,
1,2023,43902,8.90,61.90068493,,,
1,2015,43903,14.50,37.92808219,,,
1,2016,43903,16.60,28.93835616,,,
1,2017,43903,12.10,48.20205479,,,
1,2018,43903,12.60,46.06164384,,,
1,2019,43903,10.40,55.47945205,,,
1,2020,43903,9.70,58.4760274,,,
1,2021,43903,8.30,64.46917808,,,
1,2022,43903,10.30,55.90753425,,,
1,2023,43903,10.00,57.19178082,,,
1,2015,43904,15.00,35.78767123,,,
1,2016,43904,13.80,40.92465753,,,
1,2017,43904,10.60,54.62328767,,,
1,2018,43904,9.00,61.47260274,,,
1,2019,43904,9.50,59.33219178,,,
1,2020,43904,10.70,54.19520548,,,
1,2021,43904,11.40,51.19863014,,,
1,2022,43904,10.90,53.3390411,,,
1,2023,43904,10.30,55.90753425,,,
1,2015,43905,14.60,37.5,,,
1,2016,43905,12.80,45.20547945,,,
1,2017,43905,12.20,47.7739726,,,
1,2018,43905,12.10,48.20205479,,,
1,2019,43905,11.90,49.05821918,,,
1,2020,43905,17.10,26.79794521,,,
1,2021,43905,12.00,48.63013699,,,
1,2022,43905,12.30,47.34589041,,,
1,2023,43905,12.20,47.7739726,,,
1,2015,43906,16.00,31.50684932,,,
1,2016,43906,16.30,30.22260274,,,
1,2017,43906,13.00,44.34931507,,,
1,2018,43906,11.40,51.19863014,,,
1,2019,43906,11.50,50.77054795,,,
1,2020,43906,9.90,57.61986301,,,
1,2021,43906,9.90,57.61986301,,,
1,2022,43906,8.60,63.18493151,,,
1,2023,43906,9.10,61.04452055,,,
1,2015,43907,7.10,69.60616438,,,
1,2016,43907,6.00,74.31506849,,,
1,2017,43907,5.60,76.02739726,,,
1,2018,43907,6.00,74.31506849,,,
1,2019,43907,5.20,77.73972603,,,
1,2020,43907,6.50,72.17465753,,,
1,2021,43907,5.60,76.02739726,,,
1,2022,43907,5.20,77.73972603,,,
1,2023,43907,5.70,75.59931507,,,
49,2015,43001,17.50,,,,
49,2016,43001,18.40,,,,
49,2017,43001,20.00,,,,
49,2018,43001,14.00,,,,
49,2019,43001,16.60,,,,
49,2020,43001,16.00,,,,
49,2021,43001,15.50,,,,
49,2022,43001,16.50,,,,
49,2023,43001,12.30,,,,
49,2015,43002,14.60,,,,
49,2016,43002,10.70,,,,
49,2017,43002,12.50,,,,
49,2018,43002,12.50,,,,
49,2019,43002,10.60,,,,
49,2020,43002,11.00,,,,
49,2021,43002,11.70,,,,
49,2022,43002,12.80,,,,
49,2023,43002,11.80,,,,
49,2020,43003,9.70,,,,
49,2021,43003,11.10,,,,
49,2022,43003,7.10,,,,
49,2023,43003,3.80,,,,
49,2015,43004,21.80,,,,
49,2016,43004,20.60,,,,
49,2017,43004,18.20,,,,
49,2018,43004,18.70,,,,
49,2019,43004,18.60,,,,
49,2020,43004,16.10,,,,
49,2021,43004,17.50,,,,
49,2022,43004,19.00,,,,
49,2023,43004,18.70,,,,
49,2015,43005,12.70,,,,
49,2016,43005,11.60,,,,
49,2017,43005,11.70,,,,
49,2018,43005,10.40,,,,
49,2019,43005,10.10,,,,
49,2020,43005,9.90,,,,
49,2021,43005,9.50,,,,
49,2022,43005,10.70,,,,
49,2023,43005,9.70,,,,
49,2015,43006,18.30,,,,
49,2016,43006,13.80,,,,
49,2017,43006,14.30,,,,
49,2018,43006,13.50,,,,
49,2019,43006,18.80,,,,
49,2020,43006,16.30,,,,
49,2021,43006,12.70,,,,
49,2022,43006,14.70,,,,
49,2023,43006,14.50,,,,
49,2015,43007,17.00,,,,
49,2016,43007,15.70,,,,
49,2017,43007,10.20,,,,
49,2018,43007,11.60,,,,
49,2019,43007,12.10,,,,
49,2020,43007,10.70,,,,
49,2021,43007,12.80,,,,
49,2022,43007,12.70,,,,
49,2023,43007,9.70,,,,
49,2015,43009,14.30,,,,
49,2016,43009,15.20,,,,
49,2017,43009,12.70,,,,
49,2018,43009,10.70,,,,
49,2019,43009,11.30,,,,
49,2020,43009,10.30,,,,
49,2021,43009,9.30,,,,
49,2022,43009,8.50,,,,
49,2023,43009,10.20,,,,
49,2022,43010,11.10,,,,
49,2023,43010,9.10,,,,
49,2015,43011,7.30,,,,
49,2016,43011,5.40,,,,
49,2017,43011,5.20,,,,
49,2018,43011,4.50,,,,
49,2019,43011,3.30,,,,
49,2020,43011,3.30,,,,
49,2021,43011,2.90,,,,
49,2022,43011,3.20,,,,
49,2023,43011,3.30,,,,
49,2015,43012,12.70,,,,
49,2016,43012,11.50,,,,
49,2017,43012,11.20,,,,
49,2018,43012,11.20,,,,
49,2019,43012,10.40,,,,
49,2020,43012,9.00,,,,
49,2021,43012,9.40,,,,
49,2022,43012,9.10,,,,
49,2023,43012,8.90,,,,
49,2015,43013,22.40,,,,
49,2016,43013,22.00,,,,
49,2017,43013,18.70,,,,
49,2018,43013,16.70,,,,
49,2019,43013,16.00,,,,
49,2020,43013,16.00,,,,
49,2021,43013,14.70,,,,
49,2022,43013,15.40,,,,
49,2023,43013,16.00,,,,
49,2015,43014,20.50,,,,
49,2016,43014,18.80,,,,
49,2017,43014,17.20,,,,
49,2018,43014,16.60,,,,
49,2019,43014,16.50,,,,
49,2020,43014,16.00,,,,
49,2021,43014,17.10,,,,
49,2022,43014,18.00,,,,
49,2023,43014,19.80,,,,
49,2015,43016,19.60,,,,
49,2016,43016,16.20,,,,
49,2017,43016,15.90,,,,
49,2018,43016,13.70,,,,
49,2019,43016,14.00,,,,
49,2020,43016,14.00,,,,
49,2021,43016,12.10,,,,
49,2022,43016,15.80,,,,
49,2023,43016,14.60,,,,
49,2015,43019,10.20,,,,
49,2016,43019,11.60,,,,
49,2017,43019,11.50,,,,
49,2018,43019,9.40,,,,
49,2019,43019,10.70,,,,
49,2020,43019,11.50,,,,
49,2021,43019,11.40,,,,
49,2022,43019,10.00,,,,
49,2023,43019,10.70,,,,
49,2015,43020,11.50,,,,
49,2016,43020,10.80,,,,
49,2017,43020,10.80,,,,
49,2018,43020,10.90,,,,
49,2019,43020,11.10,,,,
49,2020,43020,10.20,,,,
49,2021,43020,10.10,,,,
49,2022,43020,9.10,,,,
49,2023,43020,10.30,,,,
49,2015,43022,15.40,,,,
49,2016,43022,19.40,,,,
49,2017,43022,16.50,,,,
49,2018,43022,17.40,,,,
49,2019,43022,15.10,,,,
49,2020,43022,16.80,,,,
49,2021,43022,19.80,,,,
49,2022,43022,17.30,,,,
49,2023,43022,18.40,,,,
49,2015,43024,20.10,,,,
49,2016,43024,18.90,,,,
49,2017,43024,16.50,,,,
49,2018,43024,19.70,,,,
49,2019,43024,16.50,,,,
49,2020,43024,14.80,,,,
49,2021,43024,14.90,,,,
49,2022,43024,15.90,,,,
49,2023,43024,17.50,,,,
49,2015,43025,11.60,,,,
49,2016,43025,14.40,,,,
49,2017,43025,12.70,,,,
49,2018,43025,14.00,,,,
49,2019,43025,11.30,,,,
49,2020,43025,13.00,,,,
49,2021,43025,10.80,,,,
49,2022,43025,13.60,,,,
49,2023,43025,12.10,,,,
49,2015,43026,19.00,,,,
49,2016,43026,20.30,,,,
49,2017,43026,20.70,,,,
49,2018,43026,17.90,,,,
49,2019,43026,14.40,,,,
49,2020,43026,18.20,,,,
49,2021,43026,16.80,,,,
49,2022,43026,21.00,,,,
49,2023,43026,21.80,,,,
49,2015,43028,17.10,,,,
49,2016,43028,15.50,,,,
49,2017,43028,14.10,,,,
49,2018,43028,12.60,,,,
49,2019,43028,12.00,,,,
49,2020,43028,13.00,,,,
49,2021,43028,13.80,,,,
49,2022,43028,14.60,,,,
49,2023,43028,13.40,,,,
49,2015,43030,24.30,,,,
49,2016,43030,20.40,,,,
49,2017,43030,18.00,,,,
49,2018,43030,18.50,,,,
49,2019,43030,17.00,,,,
49,2020,43030,17.80,,,,
49,2021,43030,15.90,,,,
49,2022,43030,18.10,,,,
49,2023,43030,19.30,,,,
49,2015,43031,16.50,,,,
49,2016,43031,15.10,,,,
49,2017,43031,14.10,,,,
49,2018,43031,11.60,,,,
49,2019,43031,10.80,,,,
49,2020,43031,11.00,,,,
49,2021,43031,11.60,,,,
49,2022,43031,12.50,,,,
49,2023,43031,11.40,,,,
49,2015,43032,14.10,,,,
49,2016,43032,10.00,,,,
49,2017,43032,13.10,,,,
49,2018,43032,11.90,,,,
49,2019,43032,9.90,,,,
49,2020,43032,12.50,,,,
49,2021,43032,14.40,,,,
49,2022,43032,13.30,,,,
49,2023,43032,15.00,,,,
49,2015,43033,13.60,,,,
49,2016,43033,10.30,,,,
49,2017,43033,9.80,,,,
49,2018,43033,7.90,,,,
49,2019,43033,7.70,,,,
49,2020,43033,7.50,,,,
49,2021,43033,6.70,,,,
49,2022,43033,9.40,,,,
49,2023,43033,9.50,,,,
49,2015,43034,15.10,,,,
49,2016,43034,15.10,,,,
49,2017,43034,13.50,,,,
49,2018,43034,17.20,,,,
49,2019,43034,15.30,,,,
49,2020,43034,13.70,,,,
49,2021,43034,10.30,,,,
49,2022,43034,13.10,,,,
49,2023,43034,12.20,,,,
49,2015,43036,19.50,,,,
49,2016,43036,18.70,,,,
49,2017,43036,15.40,,,,
49,2018,43036,15.70,,,,
49,2019,43036,13.60,,,,
49,2020,43036,12.80,,,,
49,2021,43036,14.60,,,,
49,2022,43036,14.80,,,,
49,2023,43036,16.30,,,,
49,2015,43037,21.10,,,,
49,2016,43037,19.60,,,,
49,2017,43037,18.40,,,,
49,2018,43037,17.70,,,,
49,2019,43037,17.60,,,,
49,2020,43037,17.80,,,,
49,2021,43037,15.60,,,,
49,2022,43037,16.70,,,,
49,2023,43037,16.60,,,,
49,2015,43038,17.80,,,,
49,2016,43038,15.60,,,,
49,2017,43038,15.80,,,,
49,2018,43038,15.50,,,,
49,2019,43038,15.40,,,,
49,2020,43038,16.90,,,,
49,2021,43038,15.10,,,,
49,2022,43038,14.00,,,,
49,2023,43038,14.10,,,,
49,2015,43042,9.50,,,,
49,2016,43042,8.00,,,,
49,2017,43042,6.80,,,,
49,2018,43042,7.20,,,,
49,2019,43042,6.10,,,,
49,2020,43042,5.60,,,,
49,2021,43042,5.60,,,,
49,2022,43042,6.20,,,,
49,2023,43042,5.30,,,,
49,2015,43043,10.80,,,,
49,2016,43043,10.50,,,,
49,2017,43043,9.60,,,,
49,2018,43043,8.60,,,,
49,2019,43043,7.70,,,,
49,2020,43043,8.10,,,,
49,2021,43043,6.90,,,,
49,2022,43043,6.90,,,,
49,2023,43043,7.80,,,,
49,2015,43044,20.70,,,,
49,2016,43044,18.80,,,,
49,2017,43044,17.30,,,,
49,2018,43044,16.90,,,,
49,2019,43044,16.30,,,,
49,2020,43044,13.70,,,,
49,2021,43044,14.10,,,,
49,2022,43044,15.60,,,,
49,2023,43044,17.20,,,,
49,2015,43047,23.80,,,,
49,2016,43047,23.60,,,,
49,2017,43047,22.90,,,,
49,2018,43047,21.90,,,,
49,2019,43047,21.70,,,,
49,2020,43047,23.80,,,,
49,2021,43047,21.00,,,,
49,2022,43047,22.10,,,,
49,2023,43047,22.10,,,,
49,2015,43048,18.50,,,,
49,2016,43048,16.90,,,,
49,2017,43048,13.50,,,,
49,2018,43048,15.80,,,,
49,2019,43048,16.10,,,,
49,2020,43048,14.50,,,,
49,2021,43048,15.80,,,,
49,2022,43048,19.20,,,,
49,2023,43048,22.90,,,,
49,2015,43049,16.40,,,,
49,2016,43049,14.90,,,,
49,2017,43049,14.40,,,,
49,2018,43049,16.20,,,,
49,2019,43049,12.00,,,,
49,2020,43049,10.60,,,,
49,2021,43049,11.60,,,,
49,2022,43049,13.90,,,,
49,2023,43049,13.60,,,,
49,2015,43050,20.80,,,,
49,2016,43050,19.60,,,,
49,2017,43050,18.70,,,,
49,2018,43050,18.60,,,,
49,2019,43050,15.30,,,,
49,2020,43050,15.30,,,,
49,2021,43050,15.00,,,,
49,2022,43050,15.10,,,,
49,2023,43050,14.10,,,,
49,2015,43051,18.70,,,,
49,2016,43051,17.70,,,,
49,2017,43051,18.30,,,,
49,2018,43051,17.90,,,,
49,2019,43051,16.60,,,,
49,2020,43051,15.90,,,,
49,2021,43051,15.80,,,,
49,2022,43051,16.70,,,,
49,2023,43051,16.70,,,,
49,2015,43052,15.90,,,,
49,2016,43052,15.80,,,,
49,2017,43052,14.20,,,,
49,2018,43052,14.60,,,,
49,2019,43052,14.60,,,,
49,2020,43052,14.30,,,,
49,2021,43052,14.40,,,,
49,2022,43052,14.40,,,,
49,2023,43052,16.10,,,,
49,2015,43054,11.00,,,,
49,2016,43054,9.80,,,,
49,2017,43054,8.10,,,,
49,2018,43054,7.70,,,,
49,2019,43054,8.30,,,,
49,2020,43054,8.50,,,,
49,2021,43054,8.20,,,,
49,2022,43054,8.80,,,,
49,2023,43054,10.80,,,,
49,2015,43055,14.60,,,,
49,2016,43055,11.70,,,,
49,2017,43055,14.30,,,,
49,2018,43055,12.30,,,,
49,2019,43055,10.60,,,,
49,2020,43055,11.10,,,,
49,2021,43055,14.30,,,,
49,2022,43055,13.40,,,,
49,2023,43055,13.60,,,,
49,2015,43056,7.60,,,,
49,2016,43056,8.70,,,,
49,2017,43056,7.10,,,,
49,2018,43056,9.20,,,,
49,2019,43056,9.50,,,,
49,2020,43056,9.70,,,,
49,2021,43056,9.90,,,,
49,2022,43056,9.70,,,,
49,2023,43056,10.10,,,,
49,2015,43060,11.90,,,,
49,2016,43060,11.30,,,,
49,2017,43060,9.40,,,,
49,2018,43060,10.30,,,,
49,2019,43060,10.10,,,,
49,2020,43060,11.40,,,,
49,2021,43060,10.90,,,,
49,2022,43060,11.00,,,,
49,2023,43060,12.30,,,,
49,2015,43063,24.50,,,,
49,2016,43063,23.10,,,,
49,2017,43063,20.70,,,,
49,2018,43063,23.20,,,,
49,2019,43063,23.10,,,,
49,2020,43063,18.20,,,,
49,2021,43063,17.50,,,,
49,2022,43063,18.80,,,,
49,2023,43063,20.90,,,,
49,2015,43064,14.90,,,,
49,2016,43064,14.20,,,,
49,2017,43064,12.50,,,,
49,2018,43064,12.30,,,,
49,2019,43064,11.60,,,,
49,2020,43064,10.30,,,,
49,2021,43064,11.40,,,,
49,2022,43064,13.30,,,,
49,2023,43064,15.00,,,,
49,2015,43065,25.30,,,,
49,2016,43065,18.30,,,,
49,2017,43065,18.40,,,,
49,2018,43065,21.00,,,,
49,2019,43065,17.30,,,,
49,2020,43065,14.10,,,,
49,2021,43065,14.90,,,,
49,2022,43065,20.20,,,,
49,2023,43065,15.40,,,,
49,2015,43067,17.10,,,,
49,2016,43067,16.30,,,,
49,2017,43067,19.10,,,,
49,2018,43067,13.00,,,,
49,2019,43067,14.50,,,,
49,2020,43067,14.40,,,,
49,2021,43067,13.80,,,,
49,2022,43067,14.50,,,,
49,2023,43067,14.40,,,,
49,2015,43068,15.30,,,,
49,2016,43068,24.40,,,,
49,2017,43068,17.40,,,,
49,2018,43068,18.50,,,,
49,2019,43068,16.50,,,,
49,2020,43068,16.40,,,,
49,2021,43068,18.70,,,,
49,2022,43068,21.00,,,,
49,2023,43068,18.80,,,,
49,2015,43071,16.50,,,,
49,2016,43071,15.30,,,,
49,2017,43071,14.00,,,,
49,2018,43071,12.70,,,,
49,2019,43071,13.70,,,,
49,2020,43071,14.20,,,,
49,2021,43071,15.20,,,,
49,2022,43071,13.50,,,,
49,2023,43071,16.50,,,,
49,2015,43074,13.50,,,,
49,2016,43074,11.90,,,,
49,2017,43074,11.60,,,,
49,2018,43074,11.40,,,,
49,2019,43074,9.60,,,,
49,2020,43074,10.90,,,,
49,2021,43074,10.90,,,,
49,2022,43074,9.70,,,,
49,2023,43074,11.80,,,,
49,2015,43076,18.70,,,,
49,2016,43076,15.20,,,,
49,2017,43076,19.20,,,,
49,2018,43076,21.20,,,,
49,2019,43076,21.20,,,,
49,2020,43076,16.40,,,,
49,2021,43076,16.80,,,,
49,2022,43076,13.30,,,,
49,2023,43076,15.30,,,,
49,2015,43077,23.20,,,,
49,2016,43077,16.90,,,,
49,2017,43077,16.00,,,,
49,2018,43077,17.60,,,,
49,2019,43077,16.70,,,,
49,2020,43077,18.40,,,,
49,2021,43077,12.90,,,,
49,2022,43077,13.50,,,,
49,2023,43077,14.40,,,,
49,2015,43078,17.50,,,,
49,2016,43078,15.40,,,,
49,2017,43078,14.00,,,,
49,2018,43078,13.30,,,,
49,2019,43078,16.20,,,,
49,2020,43078,14.50,,,,
49,2021,43078,14.40,,,,
49,2022,43078,16.90,,,,
49,2023,43078,20.20,,,,
49,2018,43079,16.00,,,,
49,2019,43079,13.80,,,,
49,2020,43079,16.40,,,,
49,2021,43079,14.40,,,,
49,2022,43079,15.60,,,,
49,2023,43079,18.70,,,,
49,2015,43081,7.60,,,,
49,2016,43081,6.90,,,,
49,2017,43081,5.80,,,,
49,2018,43081,6.60,,,,
49,2019,43081,6.90,,,,
49,2020,43081,5.70,,,,
49,2021,43081,5.90,,,,
49,2022,43081,5.10,,,,
49,2023,43081,6.80,,,,
49,2015,43082,20.90,,,,
49,2016,43082,21.80,,,,
49,2015,43084,20.60,,,,
49,2016,43084,18.60,,,,
49,2017,43084,17.20,,,,
49,2018,43084,20.20,,,,
49,2019,43084,18.50,,,,
49,2020,43084,16.50,,,,
49,2021,43084,14.00,,,,
49,2022,43084,16.20,,,,
49,2023,43084,12.70,,,,
49,2015,43086,10.60,,,,
49,2016,43086,11.00,,,,
49,2017,43086,8.30,,,,
49,2018,43086,8.20,,,,
49,2019,43086,8.20,,,,
49,2020,43086,9.50,,,,
49,2021,43086,9.00,,,,
49,2022,43086,9.80,,,,
49,2023,43086,10.20,,,,
49,2015,43088,14.90,,,,
49,2016,43088,11.80,,,,
49,2017,43088,11.30,,,,
49,2018,43088,11.00,,,,
49,2019,43088,10.90,,,,
49,2020,43088,12.00,,,,
49,2021,43088,12.30,,,,
49,2022,43088,11.50,,,,
49,2023,43088,10.50,,,,
49,2015,43090,22.30,,,,
49,2016,43090,19.90,,,,
49,2017,43090,16.20,,,,
49,2018,43090,17.10,,,,
49,2019,43090,14.30,,,,
49,2020,43090,16.60,,,,
49,2021,43090,18.40,,,,
49,2022,43090,18.40,,,,
49,2023,43090,18.60,,,,
49,2015,43092,24.00,,,,
49,2016,43092,24.10,,,,
49,2017,43092,21.50,,,,
49,2018,43092,20.70,,,,
49,2019,43092,19.30,,,,
49,2020,43092,19.20,,,,
49,2021,43092,18.40,,,,
49,2022,43092,18.50,,,,
49,2023,43092,19.70,,,,
49,2015,43093,18.90,,,,
49,2016,43093,16.80,,,,
49,2017,43093,18.70,,,,
49,2018,43093,20.00,,,,
49,2019,43093,20.10,,,,
49,2020,43093,16.50,,,,
49,2021,43093,14.60,,,,
49,2022,43093,18.40,,,,
49,2023,43093,17.80,,,,
49,2015,43094,19.80,,,,
49,2016,43094,20.00,,,,
49,2017,43094,17.50,,,,
49,2018,43094,19.70,,,,
49,2019,43094,18.90,,,,
49,2020,43094,16.50,,,,
49,2021,43094,16.60,,,,
49,2022,43094,18.50,,,,
49,2023,43094,18.30,,,,
49,2015,43095,13.30,,,,
49,2016,43095,12.70,,,,
49,2017,43095,11.20,,,,
49,2018,43095,9.40,,,,
49,2019,43095,8.90,,,,
49,2020,43095,9.80,,,,
49,2021,43095,8.00,,,,
49,2022,43095,7.80,,,,
49,2023,43095,8.90,,,,
49,2015,43097,15.10,,,,
49,2016,43097,13.70,,,,
49,2017,43097,20.90,,,,
49,2018,43097,16.60,,,,
49,2019,43097,15.90,,,,
49,2020,43097,12.50,,,,
49,2021,43097,14.10,,,,
49,2022,43097,16.80,,,,
49,2023,43097,21.10,,,,
49,2019,43098,9.60,,,,
49,2020,43098,11.60,,,,
49,2021,43098,11.10,,,,
49,2022,43098,6.90,,,,
49,2023,43098,9.80,,,,
49,2015,43100,7.50,,,,
49,2016,43100,5.90,,,,
49,2017,43100,5.20,,,,
49,2018,43100,4.60,,,,
49,2019,43100,4.20,,,,
49,2020,43100,4.80,,,,
49,2021,43100,4.10,,,,
49,2022,43100,4.10,,,,
49,2023,43100,5.00,,,,
49,2015,43102,6.90,,,,
49,2016,43102,7.60,,,,
49,2017,43102,7.40,,,,
49,2018,43102,8.20,,,,
49,2019,43102,5.30,,,,
49,2020,43102,5.20,,,,
49,2021,43102,6.70,,,,
49,2022,43102,6.90,,,,
49,2023,43102,10.80,,,,
49,2015,43103,11.60,,,,
49,2016,43103,9.20,,,,
49,2017,43103,6.80,,,,
49,2018,43103,6.50,,,,
49,2019,43103,7.00,,,,
49,2020,43103,6.20,,,,
49,2021,43103,6.80,,,,
49,2022,43103,6.40,,,,
49,2023,43103,7.80,,,,
49,2015,43104,21.60,,,,
49,2016,43104,20.70,,,,
49,2017,43104,19.70,,,,
49,2018,43104,17.50,,,,
49,2019,43104,16.80,,,,
49,2020,43104,15.90,,,,
49,2021,43104,15.20,,,,
49,2022,43104,17.30,,,,
49,2023,43104,18.00,,,,
49,2015,43106,9.20,,,,
49,2016,43106,8.10,,,,
49,2017,43106,7.50,,,,
49,2018,43106,11.50,,,,
49,2019,43106,8.70,,,,
49,2020,43106,10.10,,,,
49,2021,43106,8.60,,,,
49,2022,43106,11.70,,,,
49,2023,43106,9.20,,,,
49,2016,43107,6.60,,,,
49,2017,43107,4.00,,,,
49,2019,43107,5.30,,,,
49,2022,43107,1.90,,,,
49,2015,43108,14.30,,,,
49,2016,43108,11.30,,,,
49,2017,43108,11.00,,,,
49,2018,43108,10.30,,,,
49,2019,43108,10.20,,,,
49,2020,43108,11.10,,,,
49,2021,43108,9.20,,,,
49,2022,43108,12.60,,,,
49,2023,43108,13.20,,,,
49,2015,43109,11.30,,,,
49,2016,43109,8.60,,,,
49,2017,43109,7.90,,,,
49,2018,43109,7.60,,,,
49,2019,43109,6.40,,,,
49,2020,43109,6.90,,,,
49,2021,43109,5.90,,,,
49,2022,43109,6.90,,,,
49,2023,43109,7.50,,,,
49,2015,43111,15.70,,,,
49,2016,43111,15.70,,,,
49,2017,43111,14.80,,,,
49,2018,43111,12.10,,,,
49,2019,43111,12.30,,,,
49,2020,43111,11.00,,,,
49,2021,43111,10.50,,,,
49,2022,43111,10.20,,,,
49,2023,43111,11.50,,,,
49,2015,43113,18.00,,,,
49,2016,43113,13.30,,,,
49,2017,43113,9.20,,,,
49,2018,43113,11.40,,,,
49,2015,43116,14.00,,,,
49,2016,43116,14.50,,,,
49,2017,43116,13.50,,,,
49,2018,43116,16.10,,,,
49,2019,43116,12.10,,,,
49,2020,43116,15.80,,,,
49,2021,43116,10.30,,,,
49,2022,43116,10.30,,,,
49,2023,43116,11.20,,,,
49,2015,43118,18.60,,,,
49,2016,43118,16.40,,,,
49,2017,43118,16.10,,,,
49,2018,43118,19.80,,,,
49,2019,43118,18.40,,,,
49,2020,43118,20.40,,,,
49,2021,43118,19.50,,,,
49,2022,43118,15.20,,,,
49,2023,43118,19.60,,,,
49,2015,43119,14.70,,,,
49,2016,43119,10.00,,,,
49,2017,43119,9.50,,,,
49,2018,43119,7.90,,,,
49,2019,43119,7.70,,,,
